Income,Taxes,Groceries,Meals,Utilities,Cloth,Alcohol,Fuel,Phone,Children,Adults,Ownhouse,Education.Level,HH Age,HH Gender,,Education Level,,,GHH: Gender of the Household Head,
"$154,000",40291,7821,4500,1300,2100,1695,1380,990,0,2,1,I,41,M,,,,,,
"$261,495",86092,15121,900,1625,300,1043,1020,1980,0,4,1,I,49,F,,,,,,
"$117,170",17846,23463,1440,2200,1200,521,18000,7200,1,4,1,M,54,F,,,,,,
"$86,861",17037,6257,840,2235,0,1173,1440,1620,0,2,1,M,42,F,,,,,,
"$65,540",8405,5866,300,713,,0,1260,2160,2,3,1,M,58,M,,,,,,
"$12,385",,2607,300,600,360,2086,240,600,0,1,0,S,39,F,,,,,,
"$6,596",0,2607,900,302,600,1043,1080,720,0,1,0,P,50,F,,,,,,
,0,1564,600,1000,2400,104,1200,1560,0,1,1,I,19,M,,,,,,
"$96,706",19630,7821,600,1400,1500,1825,5100,1500,2,2,0,I,29,F,,,,,,
"$59,750",13144,3128,1440,630,600,0,1200,720,0,1,1,M,32,M,,,,,,
"$10,000",0,2607,0,280,0,1043,480,840,0,1,1,P,32,F,,,,,,
"$84,650",23567,2607,4800,960,0,3128,1200,300,0,1,0,M,32,F,,,,,,
"$46,395",5467,9385,,1700,960,1043,1200,1440,2,1,0,I,25,F,,,,,,
,12079,3128,2400,2000,1200,0,3000,3120,0,1,1,M,26,M,,,,,,
,5577,4171,1440,1250,1800,1043,1440,900,0,1,0,M,28,M,,,,,,
"$44,454",4691,10428,2400,600,600,0,2280,990,1,2,0,P,52,F,,,,,,
"$28,499",1709,3781,540,895,240,0,1470,540,0,2,1,S,58,F,,,,,,
"$11,000",0,2086,0,1400,0,521,,,0,1,1,P,22,M,,,,,,
"$123,600",27939,9125,1800,960,1800,1304,3000,1560,3,2,1,M,28,F,,,,,,
"$79,446",20593,20856,3000,1500,900,521,1800,1620,3,2,1,B,26,F,,,,,,
"$51,000",10662,3911,1200,2040,360,0,1440,1800,0,1,1,I,32,F,,,,,,
"$113,282",18930,31284,1440,2440,6000,0,4800,1800,3,4,1,I,62,M,,,,,,
"$161,639",46938,11732,2400,1400,2100,2607,3600,1560,1,2,1,M,32,M,,,,,,
,38167,10428,720,2400,1800,2086,480,,0,2,1,P,55,F,,,,,,
"$165,200",37469,10428,3600,3020,1800,1043,6000,2760,0,3,1,M,35,M,,,,,,
"$49,500",5989,9125,1080,1152,240,1043,1200,600,0,3,1,S,32,M,,,,,,
"$92,500",18639,6518,600,1200,1200,521,3000,1200,1,2,1,B,32,M,,,,,,
"$38,300",0,6257,480,2400,360,261,1920,660,0,2,1,I,33,M,,,,,,
"$83,584",14551,7821,1200,1700,240,1043,7200,2160,2,2,0,M,57,M,,,,,,
"$85,800",16736,4693,1620,800,600,261,720,840,0,2,1,M,33,F,,,,,,
"$27,632",0,7821,600,1500,600,0,960,1200,2,1,0,P,33,M,,,,,,
"$126,290",29396,7821,1200,1350,600,1043,360,360,0,2,0,B,60,F,,,,,,
"$22,750",5,10428,1380,600,420,3911,540,1080,0,2,0,I,18,M,,,,,,
"$40,480",4111,3128,300,515,120,0,960,1200,0,2,0,P,28,M,,,,,,
"$17,000",,3128,480,100,0,0,720,1200,0,1,0,P,19,F,,,,,,
"$62,724",2130,3650,180,220,280,0,560,320,,3,1,M,34,F,,,,,,
"$51,616",4384,5084,300,870,660,0,1770,630,3,2,1,M,45,F,,,,,,
,0,3259,0,1100,0,313,480,540,0,2,1,S,56,M,,,,,,
"$13,948",0,9125,480,1700,600,261,1380,1020,1,3,1,S,63,M,,,,,,
"$24,034",0,3128,1800,500,120,1564,1440,600,0,2,1,S,47,F,,,,,,
"$22,400",2361,4693,600,1320,600,1564,2400,1200,0,1,0,I,49,F,,,,,,
"$44,200",6983,4171,2400,1680,1200,1564,3120,1080,0,1,0,I,48,F,,,,,,
"$74,682",13215,15642,1800,3300,1800,2607,6000,2400,3,2,1,M,49,F,,,,,,
"$70,680",13216,13296,2040,1050,1800,2347,1800,1440,2,2,0,B,42,M,,,,,,
"$32,469",239,5214,360,1600,600,0,1200,1080,0,2,1,S,25,F,,,,,,
"$54,000",11514,13035,960,1600,0,782,0,840,0,2,1,I,35,M,,,,,,
"$96,200",19692,5735,1200,1300,1800,2086,4800,1560,0,2,1,M,28,M,,,,,,
"$32,600",0,6778,480,1450,0,782,1110,600,0,2,1,I,38,M,,,,,,
"$55,756",4003,5214,1200,2300,2400,0,2400,1980,0,2,1,B,58,F,,,,,,
"$85,362",15673,13035,960,1700,3600,3128,4800,3600,2,3,1,B,28,M,,,,,,
"$90,600",18177,13035,1200,1900,0,0,3360,1080,0,2,1,M,23,M,,,,,,
"$25,380",3342,2086,,400,240,3128,0,1200,0,1,1,S,32,F,,,,,,
"$90,577",14698,,540,1300,600,0,1980,210,0,3,1,I,21,M,,,,,,
"$78,000",14862,8864,0,1800,960,0,4800,4200,0,2,1,B,28,F,,,,,,
"$72,000",18001,3128,1440,1400,600,782,2880,720,0,1,0,M,33,M,,,,,,
"$28,000",4111,7821,4800,1400,720,3650,7800,1800,0,1,0,I,30,F,,,,,,
"$18,448",0,3128,0,1255,0,1304,1080,0,0,1,1,P,35,M,,,,,,
"$72,350",11775,15642,1200,2600,960,1564,1680,360,3,2,1,I,46,F,,,,,,
"$103,904",21606,7821,360,2100,1800,1043,2400,1800,0,3,1,I,33,M,,,,,,
"$75,980",10621,10428,1440,2400,480,913,1680,1680,0,4,1,M,23,F,,,,,,
"$50,850",1230,7300,2220,1550,240,4432,1680,600,0,2,1,M,30,F,,,,,,
"$24,371",2451,6257,0,70,120,209,300,720,0,1,1,P,46,F,,,,,,
"$118,532",28377,8864,1200,2050,1200,1043,2400,2040,0,2,1,I,32,M,,,,,,
"$22,200",0,8343,1050,445,1320,2347,720,1920,0,2,1,S,40,M,,,,,,
"$24,220",2436,3650,180,850,0,0,480,540,0,1,1,S,29,M,,,,,,
"$82,752",9794,11992,0,1950,1200,0,1200,,0,4,1,M,31,F,,,,,,
"$41,580",4435,7821,2400,1400,840,2607,0,420,0,2,1,S,61,M,,,,,,
"$27,960",0,,840,1300,600,0,360,480,0,2,1,I,47,M,,,,,,
"$105,500",23533,4171,1800,750,0,3911,540,1020,0,2,0,B,33,F,,,,,,
"$18,380",0,3128,540,1250,0,,888,540,0,1,1,P,54,F,,,,,,
"$38,500",7125,2607,600,860,600,0,1200,840,0,1,0,I,29,F,,,,,,
"$721,161",302671,7821,6000,1500,2400,5214,3000,2400,0,2,1,I,42,M,,,,,,
"$115,360",21295,8342,3120,1750,600,2086,3600,1200,0,3,1,M,38,M,,,,,,
"$33,007",2463,15642,2400,1950,1200,0,3000,3600,0,2,1,I,22,M,,,,,,
"$372,900",138310,7821,1200,1200,900,10428,720,600,0,2,1,I,65,F,,,,,,
"$131,000",30789,6518,3000,650,2400,1564,5400,1680,0,2,1,M,39,F,,,,,,
"$286,358",83880,12253,3000,1150,4200,3911,1800,2400,1,5,1,I,48,F,,,,,,
"$62,500",9234,9125,0,2000,600,1043,1500,900,0,2,1,I,56,M,,,,,,
"$103,112",21323,7821,1080,2000,1200,1043,3600,1200,3,2,1,M,41,F,,,,,,
"$27,000",3763,782,0,400,0,0,60,240,0,1,0,P,46,F,,,,,,
"$38,000",6983,0,0,1200,0,0,0,0,0,1,0,S,28,M,,,,,,
"$130,100",36921,7821,6000,1000,3000,2607,1200,2400,0,2,1,B,56,F,,,,,,
"$44,479",0,,2400,3000,2400,521,3600,1440,0,2,1,I,65,M,,,,,,
"$71,813",10206,20856,1200,1600,2040,521,2400,2400,1,5,1,I,40,M,,,,,,
"$127,000",26304,4171,1200,1100,600,1043,3600,3120,0,2,1,M,41,F,,,,,,
"$67,008",10822,7821,1680,100,1200,261,4800,480,0,3,1,M,28,M,,,,,,
"$125,489",29864,6257,1800,1600,600,0,4200,840,2,2,1,B,39,F,,,,,,
"$48,230",9809,6257,660,760,600,1173,720,930,0,2,0,I,53,F,,,,,,
"$49,000",8259,6257,1440,500,480,0,2400,1200,0,1,1,S,50,M,,,,,,
"$50,400",10491,3128,960,850,360,782,1920,780,0,1,0,S,55,M,,,,,,
"$79,081",19403,8342,1200,1500,1200,0,4800,1680,1,2,1,B,20,F,,,,,,
"$25,174",3284,2086,1800,600,600,0,0,1440,0,1,0,S,54,F,,,,,,
"$202,100",64695,13035,3600,2200,2400,3128,1800,600,2,2,1,M,29,M,,,,,,
"$52,833",0,10428,2400,1200,1200,2086,1920,480,0,2,1,M,36,F,,,,,,
"$59,945",12717,10428,1200,2700,2400,521,1800,840,0,2,1,M,20,M,,,,,,
"$22,074",0,3911,120,900,600,0,1200,900,0,2,0,I,49,M,,,,,,
"$52,600",11116,,1200,1600,1200,521,2880,1200,0,1,1,I,27,F,,,,,,
"$12,910",0,2607,420,100,360,0,,240,0,1,0,P,31,F,,,,,,
"$100,359",17638,10428,1200,2050,1800,1304,2400,2400,3,2,1,I,58,F,,,,,,
"$105,160",32739,4171,420,900,240,0,960,480,0,1,1,M,36,F,,,,,,
"$6,590",0,4171,600,800,360,1043,1200,120,0,1,1,P,33,F,,,,,,
"$11,960",0,3128,0,900,0,0,240,600,0,1,0,P,18,M,,,,,,
"$12,010",0,2607,96,800,60,0,960,960,0,1,1,P,61,M,,,,,,
"$69,952",13067,5214,780,1500,240,1304,1560,300,2,2,1,M,51,F,,,,,,
"$138,110",33647,13035,900,1500,600,261,2880,600,1,3,1,B,47,M,,,,,,
"$82,802",19699,13035,1200,1400,1200,0,8400,2040,3,2,1,I,56,M,,,,,,
"$26,420",1405,5214,1200,1150,180,0,2400,1200,0,2,0,I,24,F,,,,,,
"$93,541",18932,4693,1860,950,720,1825,3300,1680,0,2,1,I,19,M,,,,,,
"$52,520",11094,3650,8400,1000,600,1043,600,1200,0,1,0,B,36,M,,,,,,
"$284,562",94759,7821,960,1100,1200,1043,3000,2160,0,3,1,M,51,F,,,,,,
"$102,147",17181,15642,2100,2100,3900,2607,2520,3000,2,4,1,B,30,M,,,,,,
"$27,556",257,5214,1560,1500,1680,1043,1680,1200,0,1,1,S,54,M,,,,,,
"$48,500",5870,,0,2200,600,1564,840,300,0,2,1,I,41,F,,,,,,
"$86,805",16402,15642,2400,1700,2400,3128,2400,1440,0,2,1,M,19,M,,,,,,
"$144,000",41234,7821,3600,1600,1200,1564,,1200,1,2,1,M,30,F,,,,,,
"$26,020",0,6778,0,1200,180,0,0,480,0,2,1,P,47,F,,,,,,
"$47,002",6983,6257,1080,1819,540,0,1380,1200,0,3,1,I,46,F,,,,,,
"$19,700",0,9385,0,235,240,0,1200,600,0,2,1,P,24,F,,,,,,
"$113,520",18375,10428,720,2600,2400,0,4800,1200,0,4,1,M,34,M,,,,,,
"$140,860",28974,10428,2400,1200,1800,1043,1440,2760,2,2,1,B,30,F,,,,,,
"$22,408",0,6257,420,598,1200,0,1920,540,0,1,1,I,43,F,,,,,,
"$99,520",27135,13035,240,990,600,1043,1800,1560,2,2,1,M,64,M,,,,,,
"$128,490",33614,9125,900,1750,1200,131,2700,3540,0,2,0,I,45,F,,,,,,
"$105,000",28442,7821,300,715,900,1564,720,1740,0,2,1,B,63,M,,,,,,
"$47,218",7017,7821,420,1710,720,0,1920,1140,2,2,1,I,61,F,,,,,,
"$101,965",21313,,1380,1380,840,7821,4980,2400,0,2,0,B,41,M,,,,,,
"$12,330",0,5214,0,763,180,0,360,540,0,1,1,P,31,F,,,,,,
"$18,368",0,7821,360,1500,240,0,0,360,1,1,0,P,37,M,,,,,,
"$129,310",30360,16946,1200,1500,2100,2868,2400,1140,1,4,1,M,45,M,,,,,,
"$92,574",16216,7821,3000,1600,1200,2607,4800,4200,0,4,1,M,41,F,,,,,,
"$18,500",0,5214,360,550,1200,1304,840,180,0,1,1,P,34,M,,,,,,
"$12,340",0,2086,0,600,720,0,240,360,0,1,1,S,38,M,,,,,,
"$73,268",12437,10428,1200,1600,600,0,3600,600,3,2,1,B,58,F,,,,,,
"$108,000",24185,7821,480,700,480,1565,3300,1260,0,2,1,M,38,F,,,,,,
"$132,000",36098,10428,2400,2900,1200,1043,4200,2400,2,2,1,B,37,F,,,,,,
"$47,360",3379,7300,720,1600,1200,0,900,3000,2,1,1,P,28,F,,,,,,
"$59,698",,7821,240,2500,960,,1200,600,2,2,1,B,36,M,,,,,,
"$77,762",15203,15642,180,2000,3000,3911,,960,4,2,1,M,34,M,,,,,,
"$35,316",6221,7821,2400,1125,1500,522,1500,540,0,2,1,I,36,F,,,,,,
"$16,090",0,3128,0,780,0,0,1440,240,0,1,0,P,36,M,,,,,,
"$77,230",18001,10428,600,3300,1800,0,720,1800,2,2,1,M,36,F,,,,,,
"$98,512",21360,9125,780,1090,1200,1304,2580,1380,2,2,1,M,51,M,,,,,,
"$28,749",0,6778,480,85,0,3650,840,720,0,2,0,S,36,F,,,,,,
"$115,510",20868,8690,320,2400,1520,0,5440,1360,0,3,0,M,36,F,,,,,,
"$41,013",7840,6257,600,600,600,5214,1200,720,0,1,0,P,33,F,,,,,,
"$176,480",53539,9385,1680,1400,720,626,1200,1680,0,2,1,M,55,M,,,,,,
"$27,001",739,7300,0,1420,240,521,420,120,1,2,1,I,65,M,,,,,,
"$99,966",19915,6518,960,1520,960,521,1200,1440,0,3,1,I,36,M,,,,,,
"$721,161",302671,6257,4800,1100,1500,2607,1740,1980,0,2,1,B,37,M,,,,,,
"$63,000",14387,3650,,1150,0,0,600,480,0,1,0,M,36,M,,,,,,
"$73,949",13264,13035,600,2000,0,2607,720,1800,0,2,1,M,55,F,,,,,,
"$12,520",0,3650,1800,1300,3000,521,1440,2400,0,1,1,P,53,F,,,,,,
"$125,300",28176,10428,660,575,840,522,3900,660,0,3,1,M,49,M,,,,,,
"$100,931",22499,15642,480,2220,1800,1043,4800,1800,1,4,1,B,62,M,,,,,,
"$161,500",43808,5214,2400,800,2400,3128,3600,360,0,2,1,M,57,M,,,,,,
"$23,315",0,6257,720,1400,480,0,1800,720,0,1,1,S,33,M,,,,,,
"$55,127",2051,6257,420,1180,600,0,780,480,0,2,1,M,30,F,,,,,,
"$17,400",0,2607,240,740,720,0,600,540,0,1,1,P,54,M,,,,,,
"$81,000",11600,5214,600,420,0,12514,792,1560,0,2,1,M,34,M,,,,,,
"$35,000",6131,2607,480,600,600,3128,1440,1200,0,1,1,S,51,M,,,,,,
"$47,500",9667,7821,1440,2300,600,1043,3600,1440,0,2,1,I,36,M,,,,,,
"$118,300",26888,7821,900,1400,120,1825,2400,1140,0,2,1,B,43,F,,,,,,
"$40,001",5705,4171,120,250,240,0,600,240,0,2,0,S,32,M,,,,,,
,17433,5996,1080,800,900,1304,3000,1020,0,2,1,S,51,M,,,,,,
"$12,315",0,5214,840,500,0,5214,840,3600,0,1,0,P,51,F,,,,,,
"$46,610",4691,5996,600,1750,60,2920,600,180,0,2,1,S,28,M,,,,,,
"$50,271",7131,7821,1200,1200,1800,0,3600,1200,2,2,1,B,34,M,,,,,,
"$58,866",8508,13035,1500,1720,720,1564,3540,1980,2,2,1,M,52,M,,,,,,
"$83,300",16444,11471,1560,2150,600,0,3600,660,0,2,1,M,42,M,,,,,,
"$48,178",3186,18249,1440,1000,1200,1043,2880,1080,2,3,1,P,31,F,,,,,,
"$64,454",10305,7821,480,1225,600,0,2280,1140,2,2,1,M,34,M,,,,,,
"$89,939",15634,9907,2580,2000,1560,1304,3000,1740,2,3,1,B,29,F,,,,,,
"$51,282",5340,13035,1800,1100,0,0,0,960,2,2,1,I,46,F,,,,,,
"$64,120",10218,7300,2580,1350,120,1695,2640,600,1,2,1,B,57,F,,,,,,
"$76,000",19698,7821,1200,0,120,4171,1080,420,0,1,0,B,34,F,,,,,,
"$57,880",9526,7821,600,1600,600,0,3600,1200,3,2,0,B,27,M,,,,,,
"$53,810",5576,7821,600,,1200,10428,4200,1200,3,2,1,M,32,F,,,,,,
"$54,630",4691,7821,0,1300,600,0,2400,1800,3,2,1,I,37,F,,,,,,
"$62,300",14107,5214,1800,250,1200,521,720,1920,0,1,0,B,35,M,,,,,,
"$66,500",11599,7039,4800,125,480,0,2160,1440,0,2,0,I,34,F,,,,,,
"$89,926",16396,7821,1440,1000,360,261,2400,1800,0,2,1,M,20,F,,,,,,
"$34,000",5847,4171,300,1300,600,1825,1920,480,0,1,1,I,24,F,,,,,,
"$721,161",302671,10428,1200,3200,1200,1304,7500,5400,0,2,1,B,57,F,,,,,,
"$69,596",15303,20856,4800,2500,2400,1043,6000,4800,1,3,1,M,49,M,,,,,,
"$88,000",17361,10428,4800,1200,1200,2607,3000,1200,0,2,1,M,22,M,,,,,,
"$68,600",13588,7821,600,1000,240,2086,0,480,0,2,1,I,54,F,,,,,,
"$69,985",7276,15642,240,2000,600,0,420,1200,0,2,1,B,34,M,,,,,,
"$15,640",1095,2086,1200,600,960,2086,480,840,0,1,0,P,61,F,,,,,,
"$150,682",27891,10428,2520,900,1020,6518,2055,1500,0,4,0,B,24,M,,,,,,
"$42,800",8349,2607,2400,1200,2400,1564,,600,0,1,0,I,33,F,,,,,,
"$183,513",52430,7821,240,1800,1200,0,1440,2400,1,3,1,I,33,F,,,,,,
"$179,647",52733,13035,3600,2550,6000,2607,5760,2400,1,4,1,B,64,M,,,,,,
"$53,960",6590,10428,960,1900,1560,1043,480,720,0,4,1,M,32,F,,,,,,
"$17,222",0,7821,1800,2700,360,1564,1440,600,0,2,1,P,29,F,,,,,,
"$52,825",6217,10428,1200,1200,2400,521,3000,1800,2,1,1,M,42,F,,,,,,
"$114,436",17202,10689,180,1670,240,261,1200,780,0,3,1,M,26,M,,,,,,
"$63,156",8793,13035,1080,600,300,782,1800,720,3,2,1,M,62,M,,,,,,
"$65,000",0,5214,480,1600,240,521,720,1440,0,1,1,B,37,F,,,,,,
"$252,374",86316,10949,2160,1298,2160,1564,3840,2400,2,2,1,M,30,M,,,,,,
"$35,000",4895,10428,0,250,1200,2607,540,960,0,1,1,I,33,F,,,,,,
"$84,888",17552,2086,600,1070,0,521,120,480,0,1,1,M,42,F,,,,,,
"$43,392",3178,5214,900,1490,600,1564,1200,840,0,2,1,S,36,M,,,,,,
,17301,5214,720,860,1260,0,0,0,0,2,0,P,29,M,,,,,,
"$58,000",12647,7821,960,1900,1200,1043,960,600,0,1,1,M,47,M,,,,,,
"$173,340",49062,10428,1260,1740,1440,522,1560,360,2,2,1,I,39,M,,,,,,
"$88,802",1983,10428,2400,1600,2400,3128,4800,1800,2,2,1,M,30,F,,,,,,
"$25,500",3235,3128,120,862,624,0,0,18000,0,2,0,I,36,F,,,,,,
"$76,778",8448,13035,1440,1020,630,131,1560,720,2,3,1,M,40,F,,,,,,
"$72,000",12825,6257,2400,1550,300,3389,2280,690,0,2,1,I,56,M,,,,,,
"$112,724",15446,7821,720,1050,1200,2607,3600,900,0,3,1,M,30,F,,,,,,
"$72,940",13080,5214,600,1230,1200,2086,1920,480,0,2,1,M,57,F,,,,,,
"$10,126",0,5214,120,3000,360,0,0,0,0,1,0,P,26,M,,,,,,
"$193,000",57823,10428,2400,1800,900,2086,1740,1200,0,2,1,M,35,F,,,,,,
"$27,860",4071,3128,900,650,,626,1080,1020,0,1,0,I,44,F,,,,,,
"$81,800",12824,9125,0,585,600,1304,4800,750,0,2,1,M,34,M,,,,,,
"$14,776",0,1304,0,250,0,0,360,360,0,1,0,P,25,M,,,,,,
"$19,096",0,6257,360,810,600,0,1200,6000,2,1,0,P,29,M,,,,,,
"$42,954",5563,7300,360,700,600,3128,2400,1200,2,2,1,I,21,F,,,,,,
"$76,125",15322,10428,2400,1000,2400,2607,2400,1440,0,3,1,M,54,F,,,,,,
"$66,853",15943,5214,1200,400,600,1564,2400,1200,0,1,0,M,34,F,,,,,,
"$56,484",8064,10428,1200,2006,3600,0,10272,4800,2,2,1,M,59,F,,,,,,
"$99,198",28866,14339,600,3000,1200,2607,3600,1200,2,2,1,B,22,M,,,,,,
"$80,050",15083,8082,1500,1000,600,0,4380,900,0,2,1,M,29,F,,,,,,
"$90,650",17401,15642,0,1505,0,0,1320,756,1,4,1,M,42,M,,,,,,
"$71,000",12545,4693,720,1140,360,0,4800,1320,0,2,1,M,18,M,,,,,,
"$34,976",0,5214,780,1000,240,131,2880,780,2,2,1,I,20,F,,,,,,
,5221,6778,180,900,240,0,3000,1200,1,1,0,S,34,M,,,,,,
"$39,514",4691,3911,960,1510,600,0,780,360,1,2,0,S,18,M,,,,,,
"$34,660",2953,6778,1920,2080,1200,0,3360,3480,0,2,0,P,48,M,,,,,,
"$148,050",33096,10428,1800,900,2400,2607,3600,720,0,4,1,M,41,M,,,,,,
"$135,733",23279,,720,1850,0,0,1200,960,0,4,1,B,34,M,,,,,,
"$36,972",3686,13035,6000,1600,3600,0,1560,1200,1,2,0,S,37,M,,,,,,
"$7,871",0,7821,960,650,600,0,1800,840,1,1,0,S,18,M,,,,,,
"$32,798",0,12774,510,1600,600,0,2040,1320,2,2,1,I,24,F,,,,,,
"$10,010",0,1043,240,60,0,0,480,480,0,1,1,S,26,F,,,,,,
"$74,543",6698,15642,0,1680,0,2607,600,1200,4,2,0,M,34,M,,,,,,
"$163,000",48594,10428,1200,1600,6000,0,4800,960,2,2,1,B,48,M,,,,,,
"$8,491",0,3128,240,1200,120,1043,240,84,0,1,0,P,57,F,,,,,,
"$78,720",9382,5214,300,1400,240,0,2400,840,0,4,1,M,34,M,,,,,,
"$51,760",5131,7821,0,2200,360,0,960,1440,0,2,1,M,42,F,,,,,,
"$63,925",8700,4171,1920,1200,600,1304,1440,2400,0,2,1,M,27,F,,,,,,
"$95,000",21501,5214,0,280,4800,3128,5880,1800,0,2,1,I,39,M,,,,,,
"$59,694",10093,7821,480,2100,0,3129,1140,1800,0,3,0,M,47,M,,,,,,
"$18,737",0,3128,240,110,360,0,480,240,1,1,0,I,29,F,,,,,,
"$66,108",8157,13035,720,2200,1200,0,3840,1800,1,3,1,M,44,F,,,,,,
"$65,826",12790,,1800,1600,360,0,2400,,2,2,1,I,44,M,,,,,,
"$29,200",4111,5214,1200,1398,600,0,1680,600,0,2,1,S,36,F,,,,,,
"$137,236",27445,10428,1200,1300,1200,1043,4800,840,0,4,1,M,48,M,,,,,,
"$83,534",17802,14078,3000,1700,600,1564,4200,840,2,2,1,M,21,F,,,,,,
"$83,342",15675,10428,960,840,240,0,5880,600,2,2,1,B,58,F,,,,,,
"$260,800",88052,9385,600,3000,1800,0,1800,1800,0,2,1,M,22,F,,,,,,
"$63,205",13216,15642,1200,1700,1200,2607,1200,3600,1,1,1,B,36,F,,,,,,
"$105,120",26211,6257,600,2500,960,0,4800,2400,0,2,1,B,28,F,,,,,,
"$94,000",19051,5214,0,2640,0,4171,0,0,0,2,1,I,36,F,,,,,,
"$165,200",53078,15642,2400,1600,2400,2607,0,600,0,2,1,I,26,M,,,,,,
"$57,680",0,7821,480,1800,600,1043,1800,720,0,2,1,I,62,M,,,,,,
"$139,070",27724,18249,2220,2400,2700,1564,4620,900,0,5,1,I,38,F,,,,,,
"$24,812",0,5214,0,3600,360,2607,0,1080,0,2,1,S,32,F,,,,,,
,7913,10428,600,1200,600,1043,240,600,2,2,0,M,46,M,,,,,,
"$168,324",31224,11297,1600,1733,2240,695,7200,2880,0,5,1,B,62,F,,,,,,
"$47,386",9635,2607,1800,480,0,0,1200,1200,0,1,1,I,48,F,,,,,,
"$86,000",20820,2086,180,1280,0,1043,960,7200,0,1,0,I,37,F,,,,,,
"$109,800",10681,7039,1080,1290,300,3389,870,750,0,2,1,B,61,F,,,,,,
"$87,183",4078,,1200,3650,1200,1564,5760,3360,0,2,1,B,34,F,,,,,,
"$119,198",29437,9385,1200,1200,1800,0,2400,4200,3,2,0,B,36,M,,,,,,
"$17,468",0,3128,720,361,0,0,3000,1104,0,1,1,P,30,M,,,,,,
"$74,490",5444,7821,1440,1080,720,261,4320,1440,0,2,1,I,36,F,,,,,,
"$49,000",3602,15642,1200,1400,900,131,2160,1200,0,2,1,S,65,M,,,,,,
"$126,200",30948,6909,1080,912,180,2607,2568,2280,0,2,1,M,43,F,,,,,,
"$65,129",10858,8342,960,2000,2400,1043,3840,600,0,2,1,B,44,F,,,,,,
"$90,000",18609,1304,0,590,0,0,840,8160,0,1,1,M,57,M,,,,,,
"$53,210",3235,6257,30,651,0,521,840,600,0,3,1,M,25,F,,,,,,
"$55,218",7566,8342,2400,1300,360,0,720,2160,0,2,1,I,44,M,,,,,,
"$24,200",0,3911,156,335,0,0,1440,360,0,2,1,S,60,F,,,,,,
"$14,532",0,2086,600,500,360,521,1200,,0,1,1,P,26,F,,,,,,
"$106,781",27180,8473,1200,2640,1800,1695,4800,4800,1,2,1,M,46,M,,,,,,
"$63,947",10975,9385,1800,1800,1920,1043,720,1800,1,3,1,I,26,M,,,,,,
"$18,775",0,5735,120,2000,600,0,720,840,,1,0,P,18,F,,,,,,
"$97,068",19291,14339,1920,2200,1200,1043,12000,1500,1,3,1,B,37,M,,,,,,
"$56,012",10094,6257,1200,1000,660,0,6000,2160,2,2,1,I,40,F,,,,,,
"$70,100",17242,3128,540,720,1200,1043,3360,360,0,1,1,I,50,M,,,,,,
"$98,112",25923,6518,600,3000,240,782,360,360,2,2,1,I,29,M,,,,,,
"$105,436",29081,13035,2100,1850,1320,0,2700,1020,3,2,0,M,50,M,,,,,,
"$77,842",13853,10428,810,2500,480,1564,1620,600,2,2,1,I,35,M,,,,,,
"$73,862",12375,9907,660,1700,1500,2347,1440,1020,3,2,0,I,42,M,,,,,,
"$26,534",0,7821,0,2200,960,0,480,1560,0,3,1,I,38,M,,,,,,
"$24,175",2298,7821,0,590,600,2216,3000,360,0,2,0,I,46,M,,,,,,
"$54,758",4265,8082,672,1150,210,0,2340,918,0,3,1,M,44,F,,,,,,
"$39,200",7324,1564,120,960,240,0,960,600,0,1,1,P,32,F,,,,,,
"$113,850",23356,7039,900,540,0,0,4200,2400,0,3,1,B,45,F,,,,,,
,19314,7300,3600,2400,600,4171,4800,3600,0,1,1,B,44,M,,,,,,
"$81,726",10987,7821,1920,1750,1500,1956,0,1500,3,2,1,M,36,M,,,,,,
"$45,580",0,5735,240,1032,576,1564,1260,1704,0,2,1,I,35,F,,,,,,
"$17,036",,7821,1080,1000,960,2086,3600,720,3,1,0,P,51,M,,,,,,
"$92,242",19176,15642,1800,1700,2400,2607,4080,1200,2,2,1,I,44,M,,,,,,
"$81,554",10293,15642,300,2000,1800,0,2400,1800,3,5,1,I,57,M,,,,,,
"$41,811",4650,7300,1440,800,1200,1043,1800,1440,0,2,1,P,53,M,,,,,,
"$15,080",0,3128,144,270,0,0,1440,240,0,1,1,P,43,M,,,,,,
"$45,500",8804,9907,840,1400,900,0,1320,1020,0,2,1,I,27,F,,,,,,
"$21,366",0,6257,600,2690,600,1043,1800,360,1,2,1,I,58,F,,,,,,
"$46,892",4110,10428,540,800,720,2607,1140,690,2,2,0,P,35,M,,,,,,
"$22,364",0,6257,960,825,2160,0,1800,600,0,2,1,I,30,M,,,,,,
"$157,000",5273,13035,3000,2000,1800,3650,2640,1440,0,2,1,B,20,M,,,,,,
"$49,800",0,7821,480,1100,480,3389,960,840,0,2,1,I,31,M,,,,,,
"$34,578",0,7821,1440,1450,1440,2346,1200,,0,2,1,I,59,F,,,,,,
"$69,421",14381,3128,960,520,240,521,540,960,0,1,1,B,55,M,,,,,,
"$62,978",8518,16946,1350,1710,900,5214,1980,2400,3,2,1,M,37,M,,,,,,
"$19,210",0,4432,720,653,1200,782,960,780,0,1,1,P,35,F,,,,,,
"$99,880",16904,7821,2400,1200,1200,1304,4800,1920,3,2,1,I,21,M,,,,,,
"$47,000",7780,7039,300,600,120,522,3000,540,0,2,1,I,45,F,,,,,,
